model_id,model_name,vehicle_type,fuel_type,transmission,engine_cc,seating_capacity,ex_showroom_price
M1377,Honda_Model_27,Sedan,Petrol,Automatic,1498,5,2491599
M1378,Honda_Model_28,Sedan,Petrol,Automatic,1799,7,2441951
M1379,Honda_Model_29,Hatchback,Petrol,Manual,1993,7,1297539
M1380,Honda_Model_30,SUV,Diesel,Automatic,1993,7,769353
M1381,Honda_Model_31,Hatchback,Hybrid,Manual,1199,7,2630037
M1382,Honda_Model_32,Sedan,Petrol,Automatic,1799,5,1831566
M1383,Honda_Model_33,SUV,Petrol,Automatic,1199,7,1380050
M1384,Honda_Model_34,Hatchback,Diesel,Automatic,1199,5,4478302
M1385,Honda_Model_35,SUV,Diesel,Automatic,1993,5,995906
M1386,Honda_Model_36,Hatchback,Hybrid,Automatic,1799,5,4226878
M1387,Honda_Model_37,SUV,Diesel,Manual,1498,7,1392859
M1388,Honda_Model_38,Sedan,Hybrid,Automatic,1993,5,3278356
M1389,Honda_Model_39,Sedan,Petrol,Manual,1799,7,2149462
M1390,Honda_Model_40,SUV,Petrol,Manual,1799,5,4063487
M1391,Honda_Model_41,Hatchback,Hybrid,Automatic,1993,7,4387357
M1392,Honda_Model_42,Sedan,Diesel,Manual,1993,5,3940868
M1393,Honda_Model_43,Sedan,Hybrid,Automatic,1199,5,2739903
M1394,Honda_Model_44,Sedan,Diesel,Manual,1199,7,3667658
M1395,Honda_Model_45,SUV,Petrol,Manual,1199,7,3862743
M1396,Honda_Model_46,SUV,Diesel,Automatic,1498,5,2645188
M1397,Honda_Model_47,Hatchback,Hybrid,Automatic,1993,5,3779782
M1398,Honda_Model_48,Hatchback,Hybrid,Automatic,1799,7,4494597
M1399,Honda_Model_49,Hatchback,Petrol,Automatic,1993,5,2459133
M1400,Honda_Model_0,SUV,Diesel,Manual,1799,7,1798425
M1401,Honda_Model_1,SUV,Diesel,Automatic,1498,7,4222591
M1402,Honda_Model_2,Hatchback,Diesel,Manual,1993,5,3861580
M1403,Honda_Model_3,Hatchback,Petrol,Manual,1799,7,1279649
M1404,Honda_Model_4,SUV,Diesel,Manual,1799,5,4219666
M1405,Honda_Model_5,Hatchback,Hybrid,Manual,1199,7,1376618
M1406,Honda_Model_6,Sedan,Diesel,Manual,1498,7,2769946
M1407,Honda_Model_7,SUV,Petrol,Manual,1993,5,4432371
M1408,Honda_Model_8,Hatchback,Diesel,Automatic,1199,7,1659012
M1409,Honda_Model_9,SUV,Diesel,Manual,1498,5,2733864
M1410,Honda_Model_10,Sedan,Hybrid,Manual,1199,7,4232645
M1411,Honda_Model_11,SUV,Diesel,Manual,1993,7,1164944
M1412,Honda_Model_12,SUV,Hybrid,Automatic,1799,7,3873138
M1413,Honda_Model_13,SUV,Hybrid,Automatic,1993,7,1485334
M1414,Honda_Model_14,SUV,Petrol,Manual,1498,5,2675975
M1415,Honda_Model_15,Sedan,Hybrid,Automatic,1993,7,1951590
M1416,Honda_Model_16,SUV,Hybrid,Manual,1498,7,3355364
M1417,Honda_Model_17,SUV,Petrol,Automatic,1199,7,3696206
M1418,Honda_Model_18,Hatchback,Hybrid,Manual,1498,5,2794889
M1419,Honda_Model_19,SUV,Petrol,Automatic,1799,5,2510775
M1420,Honda_Model_20,Hatchback,Diesel,Automatic,1799,5,1557263
M1421,Honda_Model_21,Sedan,Petrol,Automatic,1799,5,3202632
M1422,Honda_Model_22,Sedan,Hybrid,Manual,1199,7,990182
M1423,Honda_Model_23,Sedan,Petrol,Manual,1498,7,935530
M1424,Honda_Model_24,Sedan,Hybrid,Manual,1199,7,2651944
M1425,Honda_Model_25,Hatchback,Diesel,Automatic,1993,5,3068432
M1426,Honda_Model_26,SUV,Petrol,Automatic,1993,5,4121085
M1427,Honda_Model_27,Sedan,Diesel,Manual,1993,7,4054408
M1428,Honda_Model_28,SUV,Hybrid,Automatic,1993,7,1857122
M1429,Honda_Model_29,Hatchback,Hybrid,Manual,1799,7,2243381
M1430,Honda_Model_30,Hatchback,Diesel,Manual,1498,5,1251719
M1431,Honda_Model_31,Hatchback,Petrol,Manual,1799,7,3888018
M1432,Honda_Model_32,Sedan,Petrol,Manual,1498,7,1685043
M1433,Honda_Model_33,SUV,Hybrid,Automatic,1498,5,3275903
M1434,Honda_Model_34,SUV,Diesel,Automatic,1199,5,2631823
M1435,Honda_Model_35,SUV,Diesel,Automatic,1993,7,2927526
M1436,Honda_Model_36,Hatchback,Petrol,Manual,1498,5,3888475
M1437,Honda_Model_37,Sedan,Petrol,Automatic,1993,7,4445990
M1438,Honda_Model_38,Hatchback,Petrol,Manual,1993,7,1424568
M1439,Honda_Model_39,Hatchback,Diesel,Manual,1993,7,1353420
M1440,Honda_Model_40,SUV,Petrol,Manual,1799,7,2083714
M1441,Honda_Model_41,Hatchback,Petrol,Manual,1993,5,3536587
M1442,Honda_Model_42,SUV,Hybrid,Manual,1498,5,1370247
M1443,Honda_Model_43,Sedan,Petrol,Manual,1799,5,2267692
M1444,Honda_Model_44,SUV,Petrol,Automatic,1993,7,1224339
M1445,Honda_Model_45,Sedan,Diesel,Automatic,1199,7,2211718
M1446,Honda_Model_46,SUV,Diesel,Automatic,1993,7,1965219
M1447,Honda_Model_47,Hatchback,Hybrid,Automatic,1993,5,2001692
M1448,Honda_Model_48,Hatchback,Petrol,Manual,1799,5,990635
M1449,Honda_Model_49,Sedan,Hybrid,Manual,1498,7,1259168
M1450,Honda_Model_0,Sedan,Diesel,Automatic,1993,5,1939613
M1451,Honda_Model_1,Sedan,Hybrid,Automatic,1799,5,3170352
M1452,Honda_Model_2,SUV,Diesel,Automatic,1799,5,3893089
M1453,Honda_Model_3,SUV,Hybrid,Automatic,1498,5,1049829
M1454,Honda_Model_4,Sedan,Hybrid,Automatic,1799,7,2615883
M1455,Honda_Model_5,Hatchback,Petrol,Automatic,1498,5,1843417
M1456,Honda_Model_6,SUV,Hybrid,Automatic,1199,7,2470826
M1457,Honda_Model_7,SUV,Petrol,Automatic,1993,5,3785812
M1458,Honda_Model_8,SUV,Petrol,Manual,1799,7,4308234
M1459,Honda_Model_9,Sedan,Petrol,Manual,1199,7,2682673
M1460,Honda_Model_10,Sedan,Petrol,Manual,1799,5,2262712
M1461,Honda_Model_11,Sedan,Hybrid,Manual,1799,7,3312902
M1462,Honda_Model_12,Sedan,Diesel,Automatic,1199,7,2623099
M1463,Honda_Model_13,Sedan,Diesel,Manual,1799,5,2305869
M1464,Honda_Model_14,Hatchback,Diesel,Automatic,1799,7,1986479
M1465,Honda_Model_15,Hatchback,Hybrid,Manual,1199,5,4435487
M1466,Honda_Model_16,Sedan,Petrol,Automatic,1799,7,3448158
M1467,Honda_Model_17,SUV,Diesel,Automatic,1498,5,806379
M1468,Honda_Model_18,Sedan,Hybrid,Manual,1799,5,3634312
M1469,Honda_Model_19,Hatchback,Petrol,Manual,1993,5,1364051
M1470,Honda_Model_20,Hatchback,Diesel,Automatic,1799,5,2806908
M1471,Honda_Model_21,SUV,Petrol,Automatic,1993,5,1347958
M1472,Honda_Model_22,Hatchback,Diesel,Automatic,1993,7,3909807
M1473,Honda_Model_23,Sedan,Diesel,Manual,1799,7,2338388
M1474,Honda_Model_24,SUV,Diesel,Manual,1199,5,2202258
M1475,Honda_Model_25,Sedan,Petrol,Automatic,1498,7,4379343
M1476,Honda_Model_26,Sedan,Hybrid,Manual,1498,7,3743176
M1477,Honda_Model_27,SUV,Petrol,Automatic,1799,7,4020108
M1478,Honda_Model_28,Sedan,Diesel,Manual,1199,5,3951289
M1479,Honda_Model_29,Hatchback,Petrol,Manual,1199,5,3153732
M1480,Honda_Model_30,Sedan,Hybrid,Manual,1498,7,2813685
M1481,Honda_Model_31,SUV,Petrol,Manual,1199,5,1221970
M1482,Honda_Model_32,SUV,Hybrid,Manual,1799,5,797417
M1483,Honda_Model_33,SUV,Hybrid,Automatic,1799,7,2104038
M1484,Honda_Model_34,Sedan,Petrol,Automatic,1199,5,3519672
M1485,Honda_Model_35,SUV,Diesel,Manual,1799,5,1789005
M1486,Honda_Model_36,SUV,Hybrid,Automatic,1993,5,2193518
M1487,Honda_Model_37,Sedan,Petrol,Automatic,1498,5,1048492
M1488,Honda_Model_38,Hatchback,Hybrid,Manual,1799,5,3656649
M1489,Honda_Model_39,Sedan,Diesel,Automatic,1199,7,4259597
M1490,Honda_Model_40,SUV,Petrol,Manual,1498,5,2723001
M1491,Honda_Model_41,SUV,Petrol,Automatic,1799,5,3676980
M1492,Honda_Model_42,Sedan,Petrol,Automatic,1498,7,3335094
M1493,Honda_Model_43,Hatchback,Diesel,Automatic,1199,7,4241052
M1494,Honda_Model_44,SUV,Hybrid,Automatic,1993,5,1031627
M1495,Honda_Model_45,SUV,Petrol,Automatic,1993,7,4377915
M1496,Honda_Model_46,SUV,Hybrid,Automatic,1799,5,844444
M1497,Honda_Model_47,Sedan,Hybrid,Automatic,1993,7,1130898
M1498,Honda_Model_48,SUV,Diesel,Manual,1799,5,2630917
M1499,Honda_Model_49,Hatchback,Petrol,Manual,1498,7,3688555
M1500,Honda_Model_0,SUV,Hybrid,Manual,1799,5,4306743
M1501,Honda_Model_1,SUV,Petrol,Manual,1799,7,2364588
M1502,Honda_Model_2,Hatchback,Petrol,Automatic,1799,5,3875023
M1503,Honda_Model_3,SUV,Diesel,Automatic,1993,5,3256481
M1504,Honda_Model_4,Sedan,Petrol,Automatic,1799,5,4188437
M1505,Honda_Model_5,Sedan,Petrol,Manual,1199,7,749574
M1506,Honda_Model_6,Sedan,Hybrid,Manual,1799,7,3160363
M1507,Honda_Model_7,Hatchback,Diesel,Manual,1498,5,4041734
M1508,Honda_Model_8,SUV,Petrol,Automatic,1199,5,1778642
M1509,Honda_Model_9,Sedan,Hybrid,Manual,1498,5,3011373
M1510,Honda_Model_10,Hatchback,Diesel,Automatic,1498,5,2780029
M1511,Honda_Model_11,SUV,Diesel,Manual,1498,7,840017
M1512,Honda_Model_12,Hatchback,Hybrid,Automatic,1199,7,729418
M1513,Honda_Model_13,Sedan,Hybrid,Manual,1199,7,3928335
M1514,Honda_Model_14,Sedan,Hybrid,Automatic,1993,5,1274162
M1515,Honda_Model_15,Sedan,Hybrid,Manual,1199,5,3695742
M1516,Honda_Model_16,Hatchback,Hybrid,Manual,1799,7,4256074
M1517,Honda_Model_17,Hatchback,Petrol,Automatic,1498,7,830538
M1518,Honda_Model_18,Sedan,Petrol,Automatic,1993,7,2734328
M1519,Honda_Model_19,Hatchback,Diesel,Manual,1199,7,913699
M1520,Honda_Model_20,Sedan,Petrol,Automatic,1498,5,1961041
M1521,Honda_Model_21,Sedan,Petrol,Manual,1199,5,3231762
M1522,Honda_Model_22,SUV,Petrol,Automatic,1993,5,3301740
M1523,Honda_Model_23,Hatchback,Hybrid,Manual,1199,7,3371075
M1524,Honda_Model_24,Sedan,Diesel,Automatic,1199,5,957470
M1525,Honda_Model_25,Sedan,Diesel,Manual,1498,7,2648031
M1526,Honda_Model_26,Hatchback,Diesel,Manual,1799,7,1061981
M1527,Honda_Model_27,SUV,Diesel,Manual,1199,7,4058889
M1528,Honda_Model_28,SUV,Petrol,Automatic,1993,7,979548
M1529,Honda_Model_29,Sedan,Petrol,Manual,1199,7,2345493
M1530,Honda_Model_30,Hatchback,Hybrid,Automatic,1199,5,3858884
M1531,Honda_Model_31,SUV,Diesel,Automatic,1799,5,1148834
M1532,Honda_Model_32,Hatchback,Petrol,Automatic,1498,5,2847151
M1533,Honda_Model_33,Hatchback,Petrol,Manual,1993,7,3204153
M1534,Honda_Model_34,Sedan,Hybrid,Automatic,1498,5,2976583
M1535,Honda_Model_35,SUV,Hybrid,Automatic,1498,7,1184023
M1536,Honda_Model_36,Sedan,Hybrid,Automatic,1498,5,2025414
M1537,Honda_Model_37,SUV,Petrol,Manual,1199,7,1653618
M1538,Honda_Model_38,SUV,Petrol,Automatic,1799,7,2604557
M1539,Honda_Model_39,SUV,Hybrid,Automatic,1199,5,1936878
M1540,Honda_Model_40,SUV,Diesel,Automatic,1993,7,732799
M1541,Honda_Model_41,SUV,Hybrid,Automatic,1799,5,2625296
M1542,Honda_Model_42,Hatchback,Hybrid,Manual,1498,5,2939380
M1543,Honda_Model_43,Sedan,Hybrid,Manual,1799,5,3099941
M1544,Honda_Model_44,Hatchback,Hybrid,Automatic,1993,7,1394298
M1545,Honda_Model_45,SUV,Petrol,Automatic,1199,7,3247350
M1546,Honda_Model_46,Sedan,Diesel,Automatic,1199,7,1039758
M1547,Honda_Model_47,SUV,Hybrid,Automatic,1498,7,1971262
M1548,Honda_Model_48,Sedan,Diesel,Manual,1199,5,3979115
M1549,Honda_Model_49,Hatchback,Diesel,Manual,1199,7,2758836
M1550,Honda_Model_0,Sedan,Diesel,Manual,1993,5,4074067
M1551,Honda_Model_1,Sedan,Hybrid,Manual,1799,5,3681953
M1552,Honda_Model_2,Sedan,Petrol,Automatic,1199,7,2809572
M1553,Honda_Model_3,Sedan,Hybrid,Automatic,1993,7,980456
M1554,Honda_Model_4,Sedan,Diesel,Manual,1993,5,1507827
M1555,Honda_Model_5,SUV,Diesel,Manual,1498,7,1002445
M1556,Honda_Model_6,Sedan,Petrol,Automatic,1993,5,4097713
M1557,Honda_Model_7,Sedan,Hybrid,Automatic,1498,7,2844124
M1558,Honda_Model_8,Hatchback,Diesel,Automatic,1199,7,4433310
M1559,Honda_Model_9,Sedan,Petrol,Automatic,1498,5,1829429
M1560,Honda_Model_10,Hatchback,Diesel,Automatic,1993,5,3441575
M1561,Honda_Model_11,SUV,Petrol,Manual,1799,5,782504
M1562,Honda_Model_12,Sedan,Petrol,Manual,1799,7,1509286
M1563,Honda_Model_13,Hatchback,Hybrid,Automatic,1199,7,3967101
M1564,Honda_Model_14,Hatchback,Diesel,Automatic,1199,7,1032924
M1565,Honda_Model_15,SUV,Hybrid,Manual,1799,5,4269873
M1566,Honda_Model_16,Sedan,Diesel,Automatic,1498,5,1068602
M1567,Honda_Model_17,Sedan,Hybrid,Manual,1199,7,3306804
M1568,Honda_Model_18,Hatchback,Diesel,Manual,1993,5,2074340
M1569,Honda_Model_19,Sedan,Hybrid,Manual,1199,7,2624598
M1570,Honda_Model_20,Hatchback,Petrol,Manual,1498,5,3628174
M1571,Honda_Model_21,Sedan,Diesel,Automatic,1199,7,2635204
M1572,Honda_Model_22,Hatchback,Diesel,Automatic,1993,7,1296842
M1573,Honda_Model_23,Sedan,Petrol,Manual,1993,7,3200989
M1574,Honda_Model_24,SUV,Hybrid,Automatic,1993,5,817781
M1575,Honda_Model_25,Sedan,Diesel,Automatic,1498,5,1225261
M1576,Honda_Model_26,Sedan,Diesel,Automatic,1498,7,2522648
M1577,Honda_Model_27,SUV,Hybrid,Automatic,1993,7,4085938
M1578,Honda_Model_28,Sedan,Petrol,Manual,1993,7,1545218
M1579,Honda_Model_29,SUV,Hybrid,Automatic,1498,7,3950647
M1580,Honda_Model_30,Sedan,Hybrid,Manual,1498,7,3882825
M1581,Honda_Model_31,Hatchback,Hybrid,Manual,1498,7,821403
M1582,Honda_Model_32,Hatchback,Diesel,Automatic,1799,5,2469147
M1583,Honda_Model_33,Sedan,Petrol,Manual,1498,5,4424857
M1584,Honda_Model_34,Sedan,Petrol,Automatic,1993,5,1249634
M1585,Honda_Model_35,Sedan,Hybrid,Automatic,1799,5,3427073
M1586,Honda_Model_36,Hatchback,Diesel,Manual,1498,7,2344844
M1587,Honda_Model_37,Sedan,Hybrid,Automatic,1993,7,3936145
M1588,Honda_Model_38,Hatchback,Diesel,Manual,1199,7,3239521
M1589,Honda_Model_39,SUV,Diesel,Manual,1799,5,3805038
M1590,Honda_Model_40,Hatchback,Diesel,Automatic,1993,5,3842052
M1591,Honda_Model_41,Hatchback,Diesel,Automatic,1199,7,2611950
M1592,Honda_Model_42,SUV,Petrol,Automatic,1993,5,3688731
M1593,Honda_Model_43,Hatchback,Diesel,Manual,1498,5,2540980
M1594,Honda_Model_44,Sedan,Diesel,Automatic,1498,7,2583071
M1595,Honda_Model_45,Sedan,Hybrid,Manual,1199,7,1878593
M1596,Honda_Model_46,Hatchback,Hybrid,Manual,1498,7,3640639
M1597,Honda_Model_47,Sedan,Petrol,Automatic,1993,5,2206158
M1598,Honda_Model_48,Hatchback,Hybrid,Automatic,1199,7,3987731
M1599,Honda_Model_49,Sedan,Diesel,Automatic,1993,7,2411638
M1600,Honda_Model_0,Sedan,Hybrid,Manual,1993,7,1309122
M1601,Honda_Model_1,Hatchback,Petrol,Automatic,1993,5,1639044
M1602,Honda_Model_2,Sedan,Hybrid,Manual,1498,5,3550088
M1603,Honda_Model_3,Hatchback,Hybrid,Automatic,1498,7,4435268
M1604,Honda_Model_4,Sedan,Petrol,Automatic,1993,7,2844056
M1605,Honda_Model_5,Sedan,Petrol,Manual,1799,5,1800896
M1606,Honda_Model_6,SUV,Diesel,Manual,1993,5,4138872
M1607,Honda_Model_7,SUV,Hybrid,Automatic,1993,7,3941069
M1608,Honda_Model_8,Hatchback,Diesel,Automatic,1199,5,1482884
M1609,Honda_Model_9,SUV,Hybrid,Automatic,1993,7,1489031
M1610,Honda_Model_10,Hatchback,Hybrid,Automatic,1498,7,2098356
M1611,Honda_Model_11,SUV,Diesel,Automatic,1199,5,1440079
M1612,Honda_Model_12,Sedan,Hybrid,Manual,1799,7,1411525
M1613,Honda_Model_13,Hatchback,Hybrid,Manual,1199,7,1938503
M1614,Honda_Model_14,Hatchback,Hybrid,Manual,1799,5,1983425
M1615,Honda_Model_15,Sedan,Petrol,Manual,1199,7,3321458
M1616,Honda_Model_16,Hatchback,Diesel,Automatic,1199,5,2929082
M1617,Honda_Model_17,Hatchback,Petrol,Manual,1799,7,4264936
M1618,Honda_Model_18,SUV,Diesel,Manual,1498,7,2174372
M1619,Honda_Model_19,Hatchback,Diesel,Manual,1498,5,1033060
M1620,Honda_Model_20,Sedan,Hybrid,Automatic,1498,5,2439736
M1621,Honda_Model_21,SUV,Diesel,Manual,1199,5,2654201
M1622,Honda_Model_22,SUV,Petrol,Automatic,1993,5,3380210
M1623,Honda_Model_23,Sedan,Petrol,Manual,1199,5,4061251
M1624,Honda_Model_24,Sedan,Petrol,Automatic,1993,5,1985423
M1625,Honda_Model_25,SUV,Diesel,Manual,1993,7,3621071
M1626,Honda_Model_26,Hatchback,Petrol,Automatic,1498,5,844015
M1627,Honda_Model_27,SUV,Diesel,Manual,1993,7,3293535
M1628,Honda_Model_28,Sedan,Petrol,Automatic,1199,5,2899494
M1629,Honda_Model_29,SUV,Petrol,Automatic,1199,7,3382897
M1630,Honda_Model_30,Sedan,Diesel,Manual,1498,7,4364055
M1631,Honda_Model_31,SUV,Petrol,Automatic,1799,5,2029556
M1632,Honda_Model_32,Hatchback,Hybrid,Automatic,1199,7,2248160
M1633,Honda_Model_33,SUV,Diesel,Manual,1993,7,3594978
M1634,Honda_Model_34,SUV,Diesel,Manual,1199,7,4180030
M1635,Honda_Model_35,Sedan,Diesel,Automatic,1199,5,3315064
M1636,Honda_Model_36,Sedan,Hybrid,Manual,1199,5,1086804
M1637,Honda_Model_37,Sedan,Diesel,Manual,1799,7,3432039
M1638,Honda_Model_38,SUV,Petrol,Manual,1993,5,2560288
M1639,Honda_Model_39,Hatchback,Petrol,Automatic,1498,5,2921373
M1640,Honda_Model_40,Sedan,Petrol,Automatic,1199,7,4094950
M1641,Honda_Model_41,Sedan,Diesel,Automatic,1993,7,1825894
M1642,Honda_Model_42,SUV,Petrol,Automatic,1993,5,2667239
M1643,Honda_Model_43,Sedan,Diesel,Automatic,1498,5,4178034
M1644,Honda_Model_44,Hatchback,Petrol,Automatic,1199,5,4262384
M1645,Honda_Model_45,Hatchback,Hybrid,Automatic,1799,7,3816682
M1646,Honda_Model_46,Sedan,Hybrid,Manual,1993,5,1694670
M1647,Honda_Model_47,Sedan,Hybrid,Automatic,1498,5,3112008
M1648,Honda_Model_48,SUV,Hybrid,Automatic,1799,5,1485072
M1649,Honda_Model_49,Hatchback,Diesel,Manual,1993,7,2120298
M1650,Honda_Model_0,Hatchback,Petrol,Manual,1199,7,3311173
M1651,Honda_Model_1,Sedan,Hybrid,Manual,1993,7,2410525
M1652,Honda_Model_2,SUV,Diesel,Automatic,1799,5,3631825
M1653,Honda_Model_3,Hatchback,Hybrid,Manual,1799,5,2528531
M1654,Honda_Model_4,Hatchback,Hybrid,Automatic,1199,7,3344673
M1655,Honda_Model_5,SUV,Diesel,Automatic,1199,5,2963235
M1656,Honda_Model_6,SUV,Diesel,Automatic,1498,5,1494609
M1657,Honda_Model_7,Hatchback,Petrol,Manual,1199,5,1223099
M1658,Honda_Model_8,Hatchback,Petrol,Manual,1498,7,4011328
M1659,Honda_Model_9,SUV,Hybrid,Automatic,1799,5,3435946
M1660,Honda_Model_10,Hatchback,Hybrid,Automatic,1799,5,3556258
M1661,Honda_Model_11,Sedan,Petrol,Automatic,1993,7,3382791
M1662,Honda_Model_12,Sedan,Petrol,Manual,1993,5,1578340
M1663,Honda_Model_13,SUV,Diesel,Automatic,1498,7,4295775
M1664,Honda_Model_14,SUV,Petrol,Manual,1199,5,1276115
M1665,Honda_Model_15,SUV,Petrol,Automatic,1199,7,4262452
M1666,Honda_Model_16,Sedan,Hybrid,Manual,1993,7,2721013
M1667,Honda_Model_17,Hatchback,Petrol,Automatic,1799,5,4450517
M1668,Honda_Model_18,Sedan,Hybrid,Manual,1498,5,2865924
M1669,Honda_Model_19,Hatchback,Petrol,Manual,1799,7,3337051
M1670,Honda_Model_20,Sedan,Diesel,Manual,1799,5,853354
M1671,Honda_Model_21,Hatchback,Petrol,Manual,1199,7,3624587
M1672,Honda_Model_22,Sedan,Petrol,Manual,1498,5,3533877
M1673,Honda_Model_23,SUV,Petrol,Manual,1799,5,2216008
M1674,Honda_Model_24,Sedan,Hybrid,Automatic,1993,5,842412
M1675,Honda_Model_25,Hatchback,Diesel,Automatic,1993,5,1058773
M1676,Honda_Model_26,Sedan,Petrol,Automatic,1199,7,2097363
M1677,Honda_Model_27,Sedan,Hybrid,Automatic,1993,7,2609692
M1678,Honda_Model_28,Sedan,Diesel,Manual,1993,5,2119330
M1679,Honda_Model_29,SUV,Hybrid,Automatic,1799,5,2655340
M1680,Honda_Model_30,Sedan,Hybrid,Manual,1993,5,3928763
M1681,Honda_Model_31,SUV,Diesel,Manual,1993,5,1504597
M1682,Honda_Model_32,SUV,Petrol,Manual,1799,5,2382186
M1683,Honda_Model_33,Sedan,Hybrid,Automatic,1199,7,4257204
M1684,Honda_Model_34,Sedan,Hybrid,Manual,1199,7,1803091
M1685,Honda_Model_35,Sedan,Petrol,Automatic,1498,5,809446
M1686,Honda_Model_36,Hatchback,Petrol,Automatic,1993,7,4400496
M1687,Honda_Model_37,Sedan,Diesel,Automatic,1799,7,2456463
M1688,Honda_Model_38,SUV,Diesel,Automatic,1498,5,759789
M1689,Honda_Model_39,Sedan,Diesel,Automatic,1199,7,3504414
M1690,Honda_Model_40,Hatchback,Petrol,Manual,1199,7,2829343
M1691,Honda_Model_41,Sedan,Hybrid,Manual,1799,7,3380928
M1692,Honda_Model_42,Hatchback,Hybrid,Automatic,1498,7,2479018
M1693,Honda_Model_43,Hatchback,Diesel,Manual,1498,5,4012844
M1694,Honda_Model_44,Sedan,Petrol,Automatic,1799,7,1404960
M1695,Honda_Model_45,SUV,Hybrid,Manual,1799,7,1573889
M1696,Honda_Model_46,Hatchback,Diesel,Manual,1498,7,1588908
M1697,Honda_Model_47,Sedan,Hybrid,Manual,1199,5,3301855
M1698,Honda_Model_48,Sedan,Hybrid,Manual,1993,7,1630340
M1699,Honda_Model_49,SUV,Petrol,Manual,1199,7,4444541
M1700,Honda_Model_0,Hatchback,Petrol,Manual,1799,7,3335180
M1701,Honda_Model_1,Hatchback,Hybrid,Manual,1498,5,2417038
M1702,Honda_Model_2,Sedan,Diesel,Manual,1498,5,3009117
M1703,Honda_Model_3,Sedan,Petrol,Manual,1993,5,4290278
M1704,Honda_Model_4,SUV,Hybrid,Manual,1498,5,1862493
M1705,Honda_Model_5,SUV,Petrol,Manual,1993,5,3744911
M1706,Honda_Model_6,Hatchback,Petrol,Manual,1199,7,4471646
M1707,Honda_Model_7,Hatchback,Petrol,Manual,1199,5,3346661
M1708,Honda_Model_8,Sedan,Hybrid,Automatic,1498,7,2860417
M1709,Honda_Model_9,Hatchback,Diesel,Manual,1498,5,1225007
M1710,Honda_Model_10,SUV,Diesel,Manual,1799,5,914514
M1711,Honda_Model_11,SUV,Diesel,Manual,1799,5,2689220
M1712,Honda_Model_12,Sedan,Petrol,Manual,1498,7,832141
M1713,Honda_Model_13,SUV,Hybrid,Manual,1498,7,3376154
M1714,Honda_Model_14,SUV,Petrol,Manual,1199,7,1821861
M1715,Honda_Model_15,SUV,Diesel,Automatic,1498,5,975079
M1716,Honda_Model_16,SUV,Diesel,Automatic,1799,5,4342135
M1717,Honda_Model_17,Sedan,Hybrid,Automatic,1199,5,3702946
M1718,Honda_Model_18,Sedan,Petrol,Manual,1993,5,1268323
M1719,Honda_Model_19,Hatchback,Diesel,Manual,1799,5,1088831
M1720,Honda_Model_20,SUV,Hybrid,Manual,1799,5,2631264
M1721,Honda_Model_21,Hatchback,Petrol,Automatic,1199,7,3218305
M1722,Honda_Model_22,Sedan,Petrol,Manual,1993,7,980684
M1723,Honda_Model_23,Sedan,Diesel,Manual,1799,5,4443496
M1724,Honda_Model_24,Sedan,Diesel,Automatic,1498,7,1535134
M1725,Honda_Model_25,Sedan,Petrol,Automatic,1799,7,1826859
M1726,Honda_Model_26,Sedan,Petrol,Manual,1199,7,1431401
M1727,Honda_Model_27,Sedan,Diesel,Manual,1199,5,2515689
M1728,Honda_Model_28,Sedan,Petrol,Manual,1199,5,4316177
M1729,Honda_Model_29,SUV,Diesel,Manual,1799,5,1654411
M1730,Honda_Model_30,Hatchback,Petrol,Automatic,1993,5,2943445
M1731,Honda_Model_31,Sedan,Diesel,Manual,1498,7,4162653
M1732,Honda_Model_32,SUV,Hybrid,Manual,1199,5,1231375
M1733,Honda_Model_33,SUV,Diesel,Automatic,1993,5,2753078
M1734,Honda_Model_34,Hatchback,Diesel,Manual,1498,5,2033509
M1735,Honda_Model_35,Sedan,Hybrid,Manual,1199,7,2197815
M1736,Honda_Model_36,Hatchback,Petrol,Automatic,1498,7,3223768
M1737,Honda_Model_37,Sedan,Hybrid,Automatic,1498,7,2406135
M1738,Honda_Model_38,SUV,Diesel,Manual,1993,7,4024116
M1739,Honda_Model_39,SUV,Petrol,Automatic,1498,7,2622281
M1740,Honda_Model_40,SUV,Hybrid,Automatic,1199,5,4291006
M1741,Honda_Model_41,SUV,Petrol,Manual,1993,7,2912462
M1742,Honda_Model_42,Hatchback,Petrol,Automatic,1799,7,4310553
M1743,Honda_Model_43,Sedan,Hybrid,Manual,1799,5,2944968
M1744,Honda_Model_44,Sedan,Petrol,Manual,1993,5,3266463
M1745,Honda_Model_45,Hatchback,Hybrid,Manual,1799,5,886589
M1746,Honda_Model_46,Sedan,Diesel,Manual,1498,7,2895383
M1747,Honda_Model_47,SUV,Petrol,Automatic,1199,5,3501377
M1748,Honda_Model_48,Sedan,Diesel,Manual,1498,7,1167153
M1749,Honda_Model_49,SUV,Diesel,Manual,1993,5,3529707
M1750,Honda_Model_0,Hatchback,Petrol,Manual,1199,7,1200642
M1751,Honda_Model_1,Sedan,Hybrid,Manual,1993,7,3335334
M1752,Honda_Model_2,Hatchback,Petrol,Automatic,1993,7,2170952
M1753,Honda_Model_3,Sedan,Diesel,Automatic,1993,7,4160967
M1754,Honda_Model_4,SUV,Diesel,Automatic,1498,5,1253560
M1755,Honda_Model_5,Hatchback,Hybrid,Manual,1199,5,2326885
M1756,Honda_Model_6,Sedan,Petrol,Automatic,1199,7,921120
